0	21
1	32
2	36
3	57
4	58
5	73
6	88
7	89
8	91
9	93
10	100
11	101
12	111
13	128
14	137
15	144
16	148
17	178
18	183
19	186
20	187
21	205
22	206
23	222
24	243
25	247
26	265
27	269
28	281
29	284
30	289
31	304
32	340
33	342
34	348
35	367
36	368
37	371
38	372
39	378
40	389
41	399
42	408
43	418
44	424
45	431
46	438
47	468
48	476
49	477
50	486
51	519
52	520
53	536
54	570
55	575
56	594
57	604
58	605
59	610
60	621
61	625
62	627
63	638
64	639
65	641
66	648
67	670
68	682
69	688
70	694
71	695
72	705
73	730
74	737
75	750
76	764
77	767
78	775
79	787
80	795
81	802
82	820
83	824
84	827
85	832
86	838
87	846
88	859
89	860
90	870
91	874
92	886
93	888
94	909
95	910
96	913
97	923
98	931
99	932
100	977
101	978
102	993
103	997
104	1019
105	1039
106	1044
107	1047
108	1061
109	1076
110	1102
111	1120
112	1125
113	1131
114	1142
115	1144
116	1145
117	1155
118	1156
119	1162
120	1170
121	1180
122	1181
123	1183
124	1187
125	1208
126	1211
127	1214
128	1219
129	1223
130	1228
131	1249
132	1257
133	1259
134	1276
135	1291
136	1313
137	1324
138	1327
139	1333
140	1348
141	1350
142	1365
143	1369
144	1394
145	1411
146	1419
147	1421
148	1434
149	1441
150	1451
151	1454
152	1472
153	1493
154	1501
155	1506
156	1513
157	1523
158	1527
159	1531
160	1535
161	1539
162	1541
163	1582
164	1595
165	1596
166	1598
167	1609
168	1622
169	1623
170	1631
171	1634
172	1645
173	1650
174	1659
175	1678
176	1682
177	1688
178	1699
179	1716
180	1726
181	1738
182	1739
183	1743
184	1746
185	1759
186	1777
187	1786
188	1792
189	1793
190	1802
191	1809
192	1826
193	1827
194	1835
195	1840
196	1844
197	1847
198	1858
199	1870
200	1873
201	1885
202	1892
203	1895
204	1896
205	1899
206	1901
207	1916
208	1919
209	1930
210	1946
211	1954
212	1955
213	1971
214	1994
215	2001
216	2005
217	2008
218	2023
219	2024
220	2030
221	2032
222	2052
223	2056
224	2057
225	2087
226	2100
227	2113
228	2115
229	2122
230	2125
231	2127
232	2128
233	2136
234	2139
235	2141
236	2151
237	2158
238	2185
239	2222
240	2227
241	2242
242	2252
243	2286
244	2307
245	2315
246	2317
247	2320
248	2325
249	2337
250	2343
251	2357
252	2364
253	2372
254	2393
255	2405
256	2410
257	2419
258	2420
259	2424
260	2425
261	2429
262	2444
263	2446
264	2462
265	2463
266	2464
267	2465
268	2466
269	2480
270	2506
271	2512
272	2517
273	2535
274	2538
275	2547
276	2554
277	2556
278	2575
279	2578
280	2594
281	2597
282	2600
283	2601
284	2627
285	2633
286	2635
287	2668
288	2677
289	2684
290	2706
291	2713
292	2715
293	2729
294	2731
295	2735
296	2737
297	2740
298	2742
299	2744
300	2745
301	2771
302	2773
303	2775
304	2776
305	2781
306	2784
307	2792
308	2793
309	2803
310	2809
311	2820
312	2831
313	2867
314	2876
315	2877
316	2884
317	2891
318	2895
319	2896
320	2905
321	2919
322	2930
323	2935
324	2936
325	2952
326	2953
327	2958
328	2973
329	2974
330	2982
331	2989
332	3005
333	3006
334	3009
335	3013
336	3024
337	3029
338	3035
339	3041
340	3046
341	3050
342	3055
343	3059
344	3065
345	3066
346	3070
347	3110
348	3124
349	3127
350	3131
351	3159
352	3166
353	3176
354	3233
355	3238
356	3241
357	3254
358	3255
359	3258
360	3259
361	3260
362	3264
363	3268
364	3275
365	3277
366	3284
367	3287
368	3291
369	3295
370	3301
371	3312
372	3329
373	3338
374	3345
375	3346
376	3363
377	3366
378	3367
379	3397
380	3406
381	3414
382	3432
383	3433
384	3447
385	3450
386	3454
387	3464
388	3488
389	3490
390	3491
391	3495
392	3500
393	3503
394	3517
395	3536
396	3541
397	3546
398	3551
399	3552
400	3555
401	3566
402	3615
403	3620
404	3625
405	3626
406	3635
407	3650
408	3681
409	3688
410	3705
411	3738
412	3740
413	3766
414	3770
415	3783
416	3810
417	3815
418	3823
419	3826
420	3830
421	3839
422	3841
423	3869
424	3878
425	3893
426	3897
427	3901
428	3914
429	3922
430	3939
431	3941
432	3965
433	3972
434	3986
435	3987
436	3989
437	3991
438	4021
439	4033
440	4034
441	4044
442	4073
443	4084
444	4088
445	4093
446	4094
447	4104
448	4114
449	4126
450	4128
451	4136
452	4141
453	4148
454	4155
455	4171
456	4173
457	4197
458	4198
459	4221
460	4225
461	4231
462	4237
463	4243
464	4245
465	4250
466	4259
467	4279
468	4293
469	4294
470	4301
471	4338
472	4344
473	4366
474	4379
475	4386
476	4406
477	4410
478	4418
479	4430
480	4434
481	4436
482	4457
483	4482
484	4492
485	4499
486	4550
487	4552
488	4587
489	4599
490	4607
491	4615
492	4621
493	4622
494	4625
495	4628
496	4629
497	4631
498	4642
499	4664
500	4668
501	4686
502	4701
503	4719
504	4741
505	4748
506	4754
507	4781
508	4792
509	4795
510	4797
511	4802
512	4804
513	4808
514	4835
515	4839
516	4840
517	4843
518	4849
519	4862
520	4864
521	4878
522	4881
523	4896
524	4898
525	4904
526	4914
527	4921
528	4936
529	4943
530	4945
531	4948
532	4967
533	4976
534	4977
535	5023
536	5030
537	5032
538	5042
539	5043
540	5050
541	5054
542	5072
543	5079
544	5109
545	5110
546	5132
547	5139
548	5142
549	5146
550	5149
551	5167
552	5175
553	5196
554	5200
555	5204
556	5209
557	5220
558	5233
559	5235
560	5237
561	5239
562	5240
563	5243
564	5251
565	5290
566	5301
567	5310
568	5318
569	5326
570	5350
571	5358
572	5363
573	5375
574	5377
575	5382
576	5388
577	5407
578	5428
579	5430
580	5445
581	5488
582	5532
583	5545
584	5552
585	5559
